,ID,Sex,Status,Children,Est_Income,Car_Owner,Usage,Age,RatePlan,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,14,50,70,115,121,212,239,259,313,319
552,1018,F,S,0,95786.8,Y,108.79,52.646667,1,21.33,0.0,87.46,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,1020,M,S,0,90321.6,N,12.39,55.113333,3,0.87,0.0,11.52,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,1021,M,D,1,90478.6,N,154.49,54.553332999999995,4,18.02,0.0,136.47,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,1022,F,M,2,56187.0,N,21.83,43.0,3,8.09,0.0,13.74,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,1023,M,M,1,28313.1,N,13.63,20.893333,2,6.89,0.0,6.74,0,CC,Budget,Standard,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
557,1025,F,S,1,41000.0,N,229.64,24.393333,2,23.56,0.0,206.08,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,1030,M,M,2,29616.0,N,75.29,49.426667,4,29.78,0.0,45.5,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,1032,M,M,0,19732.8,N,47.25,50.673333,1,24.81,0.0,22.44,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,1035,M,S,2,96.33,N,59.01,56.473333,3,26.13,0.0,32.88,1,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,1038,F,M,2,52004.8,N,28.14,25.14,2,5.03,0.0,23.11,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,1041,M,M,2,53010.8,N,58.87,18.84,4,12.45,0.0,46.42,4,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,1042,M,M,0,75004.5,N,58.72,64.8,1,26.52,0.0,32.19,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,1045,M,M,0,19749.3,N,34.17,60.36666700000001,2,20.22,0.0,13.94,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,1046,M,S,1,57626.9,Y,48.35,43.906667,1,9.38,0.0,38.96,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,1047,M,M,2,20078.0,N,15.98,32.846667,1,9.65,0.0,6.33,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,1048,F,M,2,47902.0,N,72.31,26.033333,3,17.44,4.94,49.92,1,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,1053,M,M,1,7545.96,Y,200.75,16.753332999999998,2,22.39,0.0,178.36,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,1059,F,S,0,78851.3,N,29.04,48.373333,3,0.37,0.0,28.66,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,1060,F,S,1,17540.7,Y,36.2,62.786667,1,22.17,0.57,13.45,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,1061,F,M,0,83891.9,Y,74.4,61.02,4,28.92,0.0,45.47,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,1062,F,M,2,28220.8,N,38.95,38.766667,4,26.49,0.0,12.46,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,1064,F,S,0,28589.1,N,100.28,15.6,1,13.19,0.0,87.09,0,CC,FreeLocal,Standard,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
574,1066,F,M,2,5237.63,N,78.02,48.753333000000005,3,13.32,8.05,56.64,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,1069,M,S,2,89459.9,N,36.05,53.28,2,11.54,1.61,22.9,0,CC,FreeLocal,Standard,0.4176602069132514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,1072,F,S,1,13576.5,N,40.49,39.426667,4,14.83,0.0,25.66,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,1073,F,S,0,81710.9,N,36.42,58.54,4,20.95,0.0,15.46,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,1076,F,M,2,67388.0,N,96.33,53.12,4,4.79,0.5,91.04,1,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,1077,F,M,1,57063.0,Y,98.1,52.333333,4,16.79,0.0,81.3,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,1078,F,M,2,84166.1,N,15.02,54.013332999999996,1,3.28,0.0,11.74,1,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,1079,F,S,0,45612.9,N,323.82,14.3,4,12.53,0.0,311.29,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,1084,F,S,1,7737.94,N,61.9,42.666667,4,11.05,0.0,50.84,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,1085,M,S,2,120000.0,N,314.62,42.0,2,21.37,0.0,293.24,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,1086,F,M,2,45287.6,Y,2.97,29.026667,2,0.0,0.0,2.97,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1087,F,M,2,59613.1,N,175.78,34.32,4,12.37,0.0,163.41,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,1089,F,S,1,16326.7,N,1.34,50.613333000000004,2,0.0,0.0,1.34,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,1092,F,S,2,9559.78,N,77.91,51.38,2,18.31,0.0,59.59,0,CC,FreeLocal,Standard,0.3205940864121857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,1095,F,M,2,42031.8,N,59.78,50.753333000000005,4,20.45,0.0,39.33,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,1097,F,M,2,83284.1,Y,35.96,28.42,3,26.91,0.0,9.04,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,1098,M,M,1,39229.1,N,47.1,26.26,4,28.82,4.74,13.53,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,1099,F,D,1,68427.4,N,73.81,42.393333,1,23.76,0.0,50.05,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,1101,M,S,0,3601.71,N,125.6,49.266667,4,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,1103,F,S,0,98716.3,N,43.13,55.66,4,20.97,8.23,13.92,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,1104,F,S,2,66182.7,Y,58.87,62.48,4,11.7,0.0,47.17,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,1105,F,M,2,84789.3,N,33.47,50.433333000000005,4,14.22,8.8,10.45,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,1107,F,M,2,35976.5,Y,50.63,48.853333,4,18.85,0.0,31.78,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,1108,F,M,0,32703.1,Y,72.89,64.92,4,16.8,0.0,56.09,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,1110,F,M,2,8204.72,N,39.79,52.973333,2,15.59,0.0,24.19,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,1111,M,M,1,97180.4,N,63.51,50.6,3,8.21,9.63,45.66,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.4087420974566885,0.3745489260081406,0.0,0.0,0.4087420974566885
600,1112,F,M,0,80405.1,N,28.98,60.226667000000006,4,2.91,8.95,17.11,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,1113,F,S,2,38280.0,N,86.61,33.74,2,11.64,0.0,74.97,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,1114,M,S,0,64136.6,Y,142.37,61.106667,1,16.21,1.0,125.15,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,1116,F,M,2,45429.7,Y,97.74,61.713333,2,24.7,0.0,73.04,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,1118,F,S,0,25285.5,N,21.3,53.986667000000004,3,9.37,0.0,11.93,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,1119,F,M,2,77551.1,Y,62.42,33.6,3,20.53,0.0,41.89,1,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,1120,F,M,0,38538.4,N,47.66,12.326667,1,22.86,8.32,16.48,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,1127,M,M,0,92881.8,N,93.57,21.38,2,2.15,6.12,85.29,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.3345639667738551,0.0,0.0,0.0,0.0,0.0
608,1128,M,S,2,43634.5,N,143.5,21.78,2,29.44,9.42,104.64,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,1132,F,S,1,13109.1,N,62.87,62.606667,1,22.38,0.0,40.48,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,1133,M,S,1,92647.5,N,32.13,56.04666700000001,2,16.04,5.74,10.34,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,1134,M,S,2,21021.6,Y,14.95,62.753333,2,2.0,0.0,11.19,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,1135,M,S,0,74460.7,Y,206.46,55.34,2,25.53,0.99,179.93,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,1138,F,S,2,28787.4,N,86.06,41.666667,1,27.97,0.0,58.09,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,1141,M,M,1,13091.6,N,43.06,59.126667000000005,4,22.79,0.0,20.26,0,CC,Budget,Intnl_discount,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
615,1144,F,M,2,62061.8,Y,82.08,45.92,1,29.86,0.0,52.22,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,1145,F,M,1,20550.9,Y,85.64,22.12,1,27.72,0.86,57.06,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,1148,M,M,2,1765.41,N,47.99,18.766667,4,3.04,0.0,44.95,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,1151,F,S,2,19131.1,N,57.07,56.18666700000001,2,22.15,0.0,34.91,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,1157,M,M,2,42750.3,Y,134.97,50.493333,2,20.59,1.97,112.4,0,Auto,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,1159,F,S,2,2842.55,N,0.79,45.92,4,0.0,0.0,0.79,0,Auto,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,1160,M,M,2,22358.1,N,29.25,52.626667000000005,3,15.54,1.52,12.19,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,1162,M,M,0,47870.8,Y,13.82,27.26,2,2.0,1.17,12.48,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,1163,F,S,2,6440.46,Y,49.86,43.0,2,22.66,0.0,27.2,0,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,1164,F,S,0,7325.5,N,190.06,36.92,3,28.52,0.0,161.54,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,1166,M,M,2,28766.9,N,64.2,46.84,1,6.11,0.0,58.08,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,1171,M,S,0,72928.2,N,203.67,38.733333,2,7.45,0.0,196.22,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,1172,M,M,2,91272.2,Y,40.0,25.033333,1,26.99,0.0,13.01,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,1178,M,S,0,65000.0,Y,137.0,52.266667,1,11.63,9.7,115.66,1,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,1182,M,M,2,1406.05,Y,26.72,19.306667,1,11.55,0.0,15.17,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,1184,F,S,0,73228.3,N,50.58,46.0,3,22.47,0.0,28.11,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,1185,F,S,2,76231.9,N,152.76,63.806667000000004,3,2.01,0.0,150.75,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,1190,M,M,1,64792.3,N,51.41,52.146667,1,13.05,1.51,36.84,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,1193,F,S,0,93322.1,Y,38.72,40.313333,1,29.92,0.0,8.79,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,1198,M,M,1,63437.3,N,14.98,63.653332999999996,4,0.68,3.35,10.94,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,1202,M,M,2,49910.7,Y,51.14,51.52,4,27.42,0.0,23.72,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,1204,M,M,1,76161.4,Y,37.55,44.573333,3,11.96,0.0,25.58,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,1205,F,M,2,55860.0,Y,26.37,14.573332999999998,1,16.01,0.0,10.35,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,1206,F,S,1,12686.0,N,103.88,64.8,4,23.23,0.0,80.64,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,1214,M,M,2,57360.8,Y,67.61,53.253333,1,10.36,0.0,57.25,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,1215,M,M,0,92414.7,Y,40.06,45.513333,1,29.43,0.0,10.62,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,1216,M,M,0,60102.7,N,72.29,42.14,3,9.84,0.0,62.44,1,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,1218,F,M,2,17888.7,N,361.88,52.646667,2,29.41,0.0,332.46,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,1219,F,S,1,12526.3,N,40.59,53.553332999999995,3,11.72,0.0,28.86,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,1222,F,S,2,14578.8,Y,107.02,60.933333,1,11.91,0.0,95.1,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,1225,M,M,0,78572.2,Y,51.09,42.346667,1,21.81,0.0,29.28,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,1226,M,M,1,3933.74,N,57.67,17.86,2,9.75,0.0,47.91,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,1227,F,M,2,48238.8,N,191.32,34.706666999999996,1,23.28,0.0,168.03,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,1229,F,M,0,28770.9,N,49.6,12.34,3,27.99,5.32,16.27,0,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,1230,F,M,2,87578.2,Y,22.44,53.36666700000001,4,0.29,0.0,22.15,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,1231,F,M,2,86695.4,N,58.03,13.906667,1,25.94,0.0,32.09,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,1233,F,S,2,76791.2,N,43.71,43.0,3,20.71,0.0,23.0,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,1237,F,S,1,30763.8,Y,57.17,14.193332999999999,3,21.32,0.0,35.85,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,1238,F,M,2,3193.6,N,118.82,54.04666700000001,3,4.19,0.0,114.62,1,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,1239,M,M,1,69680.9,N,39.8,15.846667000000002,2,7.67,0.0,32.12,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,1242,F,M,0,77000.0,N,119.82,63.353333,4,29.64,0.0,90.18,4,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,1243,M,D,0,2056.06,Y,58.8,18.94,3,24.07,6.98,27.75,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,1244,F,M,2,7776.6,N,94.2,35.706666999999996,1,25.87,0.0,68.33,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,1245,M,M,1,2067.82,N,85.9,47.853333,4,15.25,0.0,70.65,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,1246,M,S,0,78000.0,N,20.74,46.0,4,4.58,7.66,8.49,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,1248,F,M,2,69343.3,N,21.91,42.166667,1,6.36,0.0,15.54,0,CC,FreeLocal,Standard,0.0,0.32718500561596964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,1249,F,M,0,83287.0,N,24.46,42.0,3,0.57,0.0,23.89,2,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,1252,F,M,0,14932.5,N,11.42,70.0,3,4.91,0.0,6.5,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,1253,F,S,0,27498.1,N,12.08,70.0,2,2.2,0.0,9.88,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,1255,F,M,2,21419.9,N,129.51,59.833332999999996,4,26.39,0.0,103.12,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,1256,F,M,2,30665.2,Y,77.44,22.88,3,5.83,8.32,63.28,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,1257,F,M,1,68000.0,Y,37.04,44.0,1,6.08,0.0,30.95,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,1258,F,M,2,50561.3,N,129.91,62.0,3,16.6,0.0,113.31,1,CH,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,1260,F,S,2,23464.0,Y,64.14,55.0,3,22.43,0.0,41.71,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,1261,F,M,2,194.57,N,67.21,41.0,4,28.26,0.0,38.95,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,1262,F,M,1,98680.4,Y,26.44,62.0,1,17.58,0.0,8.85,0,CH,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,1263,M,M,0,65619.7,Y,158.22,46.0,3,13.56,0.0,144.66,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,1264,F,M,1,95620.3,Y,104.53,41.0,3,10.91,0.0,93.61,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,1265,F,D,1,85275.0,N,174.09,70.0,3,22.48,0.0,151.61,0,Auto,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,1266,F,M,1,66921.4,Y,24.67,61.0,3,15.7,0.0,8.97,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,1267,F,M,1,98453.6,Y,25.38,55.0,2,13.72,0.0,11.65,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,1268,F,M,2,94026.8,Y,35.63,27.746667,3,25.0,0.0,10.62,0,CC,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,1270,F,S,2,57420.0,Y,277.72,42.0,3,25.18,0.0,252.53,1,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,1271,M,M,0,80000.0,N,34.35,56.193332999999996,1,3.93,3.73,26.69,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,1273,M,M,2,47639.1,N,57.11,61.0,4,17.48,0.0,39.62,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,1274,F,M,2,63234.5,Y,1.16,52.36,4,0.0,0.0,1.16,0,CH,FreeLocal,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,1275,F,S,2,46945.0,N,49.6,65.0,2,18.96,4.62,26.01,0,CC,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,1276,M,M,0,3911.9,N,39.36,59.0,1,5.72,8.48,25.14,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,1277,F,M,0,71816.1,Y,51.83,60.0,4,26.57,0.0,25.26,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,1278,F,M,2,18296.4,Y,10.47,42.626667,1,0.08,0.0,10.39,0,CC,FreeLocal,Standard,0.4176602069132514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,1279,F,S,0,39461.0,N,126.68,22.226667000000003,2,22.87,0.28,103.52,1,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,1280,F,M,1,71502.5,N,0.68,57.0,2,0.0,0.0,0.68,0,CC,FreeLocal,Standard,0.0,0.4461610476933038,0.0,0.4601127313538879,0.4578521738097232,0.0,0.0,0.0,0.0,0.0
687,1281,F,S,1,66000.0,N,86.12,52.0,4,22.82,0.0,63.29,0,Auto,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,1282,F,M,1,95011.5,N,2.83,52.0,2,0.0,0.0,2.83,0,CC,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,1283,M,M,1,47371.0,Y,270.97,54.96,2,4.98,7.69,258.29,0,CC,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,1284,F,M,2,52957.0,Y,151.32,39.746666999999995,4,25.79,0.0,125.52,2,CH,FreeLocal,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,1285,F,S,2,86747.1,N,57.4,64.85333299999999,3,20.15,0.0,37.24,0,Auto,Budget,Standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,1286,F,M,0,57942.4,N,124.69,50.313333,3,19.35,0.0,105.33,0,CH,Budget,Intnl_discount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
